loc_id,link_id,ref_node_id,lr,x_coord,y_coord,z_coord,loc_type,zone_id,gfts_stop_id
211294,41333,,,320982.385,5812949.961,,Bus stop,,
211295,40333,,,321084.2605,5812990.095,,Bus stop,,
211296,41259,,,321225.1072,5813044.606,,Bus stop,,
211297,40335,,,321323.8919,5813083.466,,Bus stop,,
211298,36248,,,321466.0473,5813139.563,,Bus stop,,
211299,36185,,,321555.7631,5813216.481,,Bus stop,,
211300,36129,,,321550.4045,5813333.571,,Bus stop,,
211301,35964,,,321565.5805,5813489.903,,Bus stop,,
211302,35834,,,321589.7587,5813707.53,,Bus stop,,
211303,35612,,,321617.5132,5813942.724,,Bus stop,,
211304,36590,,,321643.235,5814167.092,,Bus stop,,
211305,35293,,,321660.8782,5814339.626,,Bus stop,,
211306,35157,,,321681.1779,5814514.541,,Bus stop,,
211307,35059,,,321717.9905,5814826.232,,Bus stop,,
211308,32063,,,321746.9156,5815087.747,,Bus stop,,
211309,34724,,,321770.9193,5815300.49,,Bus stop,,
211310,34634,,,321796.5847,5815503.438,,Bus stop,,
211311,34445,,,321822.0864,5815703.451,,Bus stop,,
211312,34357,,,321851.7402,5815939.365,,Bus stop,,
211313,32061,,,321890.302,5816238.628,,Bus stop,,
211314,34068,,,321929.5666,5816574.771,,Bus stop,,
211315,33866,,,321970.9796,5816933.122,,Bus stop,,
211316,33683,,,322006.7282,5817237.728,,Bus stop,,
211317,33553,,,322040.8927,5817546.231,,Bus stop,,
211318,10279,,,322067.5697,5817795.223,,Bus stop,,
211319,10271,,,322088.691,5817982.568,,Bus stop,,
211414,41804,,,319301.862,5812803.538,,Bus stop,,
211415,57011,,,319535.8532,5812888.534,,Bus stop,,
211416,41344,,,319621.4229,5812921.245,,Bus stop,,
211417,41323,,,319718.9617,5812830.665,,Bus stop,,
211418,41479,,,319783.7431,5812669.067,,Bus stop,,
211419,40300,,,319823.3784,5812566.202,,Bus stop,,
211420,35610,,,321766.3915,5813832.545,,Bus stop,,
211421,35641,,,322055.6577,5813801.201,,Bus stop,,
211422,22324,,,322305.6572,5813772.448,,Bus stop,,
211423,35697,,,322442.4135,5813834.652,,Bus stop,,
211424,35375,,,322471.0816,5814088.413,,Bus stop,,
211425,35333,,,322509.7015,5814420.118,,Bus stop,,
211426,35114,,,322544.4797,5814715.21,,Bus stop,,
211427,22321,,,322574.582,5814988.938,,Bus stop,,
211428,34764,,,322610.7593,5815315.895,,Bus stop,,
211429,34347,,,323244.0708,5815869.509,,Bus stop,,
211430,34282,,,323361.2229,5816015.943,,Bus stop,,
211431,34215,,,323479.333,5816165.605,,Bus stop,,
211432,34142,,,323553.0999,5816409.131,,Bus stop,,
211433,33959,,,323594.0197,5816701.821,,Bus stop,,
211434,11230,,,323624.1801,5816942.155,,Bus stop,,
211435,33688,,,323662.8121,5817227.839,,Bus stop,,
211436,27574,,,323736.0906,5817746.482,,Bus stop,,
211437,27418,,,323766.3327,5818011.591,,Bus stop,,
211545,34770,,,314348.0289,5815187.747,,Bus stop,,
211546,34699,,,314193.9516,5815466.18,,Bus stop,,
211547,34421,,,314237.2879,5815824.851,,Bus stop,,
211548,55349,,,314264.214,5816032.607,,Bus stop,,
211549,34228,,,313969.7708,5816107.734,,Bus stop,,
211550,34191,,,313669.2452,5816145.979,,Bus stop,,
211551,34182,,,313689.776,5816313.886,,Bus stop,,
211552,34026,,,313738.1813,5816718.654,,Bus stop,,
211553,8525,,,313580.1748,5817000.088,,Bus stop,,
211554,33714,,,313425.0858,5817338.947,,Bus stop,,
211573,36064,,,323995.5387,5813252.697,,Bus stop,,
211574,36184,,,323977.5408,5813100.714,,Bus stop,,
211575,36252,,,323949.0363,5812873.177,,Bus stop,,
211576,41476,,,323921.093,5812660.392,,Bus stop,,
211577,41716,,,323870.1749,5812251.939,,Bus stop,,
211578,10188,,,323826.4145,5811863.51,,Bus stop,,
211579,42257,,,323779.04,5811452.707,,Bus stop,,
211580,42624,,,323745.5287,5811188.123,,Bus stop,,
211581,9684,,,323720.5515,5810943.323,,Bus stop,,
211582,42991,,,323704.059,5810697.449,,Bus stop,,
211583,43109,,,323679.5608,5810469.37,,Bus stop,,
211584,43277,,,323643.4921,5810215.924,,Bus stop,,
211585,43373,,,323619.8796,5810043.093,,Bus stop,,
211586,40198,,,323598.8009,5809882.365,,Bus stop,,
211587,36472,,,323568.5329,5809658.652,,Bus stop,,
211588,36562,,,323544.5384,5809478.194,,Bus stop,,
211589,43696,,,323526.5418,5809349.38,,Bus stop,,
211590,43744,,,323500.544,5809127.242,,Bus stop,,
211591,9380,,,323473.0481,5808848.783,,Bus stop,,
211592,44023,,,323440.1204,5808560.901,,Bus stop,,
211655,41673,,,319889.3475,5812398.175,,Bus stop,,
211656,41952,,,320117.908,5812110.227,,Bus stop,,
211657,24828,,,320336.9603,5812198.964,,Bus stop,,
211658,41849,,,320597.9395,5812302.261,,Bus stop,,
211659,41503,,,321679.909,5812725.834,,Bus stop,,
211660,41472,,,322039.9262,5812721.541,,Bus stop,,
211661,41484,,,322271.9084,5812694.043,,Bus stop,,
211662,41527,,,322528.1606,5812665.197,,Bus stop,,
211663,41589,,,322734.1515,5812641.443,,Bus stop,,
211664,41583,,,322965.7167,5812578.471,,Bus stop,,
211665,41658,,,323188.1596,5812514.45,,Bus stop,,
211666,41682,,,323382.6762,5812490.434,,Bus stop,,
211667,41695,,,323591.8084,5812465.193,,Bus stop,,
211668,41610,,,323785.9377,5812442.923,,Bus stop,,
211669,41719,,,324088.9369,5812410.032,,Bus stop,,
211670,41755,,,324492.7086,5812368.556,,Bus stop,,
211671,41785,,,324895.3109,5812324.686,,Bus stop,,
211672,41828,,,325306.9341,5812291.997,,Bus stop,,
211673,41912,,,326279.0411,5812006.216,,Bus stop,,
211674,42096,,,326239.5348,5811688.666,,Bus stop,,
211675,42347,,,326245.0139,5811484.811,,Bus stop,,
211676,40166,,,326652.3268,5811414.194,,Bus stop,,
211677,9520,,,326863.9816,5811387.588,,Bus stop,,
211678,42509,,,327210.6212,5811342.568,,Bus stop,,
211679,9548,,,327628.584,5811290.521,,Bus stop,,
211784,43224,,,321870.2748,5810389.395,,Bus stop,,
211785,43262,,,321901.1965,5810289.452,,Bus stop,,
211786,36586,,,321935.3127,5810174.772,,Bus stop,,
211787,36471,,,321996.7486,5809983.975,,Bus stop,,
211788,43488,,,322060.3699,5809786.708,,Bus stop,,
211789,40195,,,322116.445,5809599.624,,Bus stop,,
211790,43673,,,322186.8132,5809470.034,,Bus stop,,
211791,43678,,,322290.7708,5809455.049,,Bus stop,,
211792,36566,,,322536.9952,5809420.507,,Bus stop,,
211793,43706,,,322803.5549,5809382.049,,Bus stop,,
211794,36563,,,323000.2477,5809354.93,,Bus stop,,
211795,10098,,,323237.2489,5809325.177,,Bus stop,,
211796,43747,,,323544.626,5809277.834,,Bus stop,,
211797,43762,,,323711.7622,5809253.452,,Bus stop,,
211798,9367,,,323969.2947,5809215.036,,Bus stop,,
211799,36558,,,324191.1784,5809180.005,,Bus stop,,
211800,43809,,,324474.863,5809141.037,,Bus stop,,
211801,9361,,,324735.7657,5809106.127,,Bus stop,,
211802,36554,,,324973.2068,5809071.506,,Bus stop,,
211803,43868,,,325205.8874,5809035.53,,Bus stop,,
211804,43890,,,325346.2771,5809013.548,,Bus stop,,
211805,9356,,,325447.4373,5809000.391,,Bus stop,,
211806,40163,,,325572.6568,5808982.344,,Bus stop,,
211807,37787,,,325788.353,5808951.092,,Bus stop,,
211808,43924,,,326075.3565,5808909.536,,Bus stop,,
211809,9430,,,326346.7449,5808871.552,,Bus stop,,
211810,9429,,,326576.0142,5808839.091,,Bus stop,,
211811,43986,,,326846.0611,5808797.561,,Bus stop,,
211812,44001,,,327051.7737,5808767.469,,Bus stop,,
211813,9446,,,327431.7087,5808712.558,,Bus stop,,
211907,18779,,,321587.7669,5812575.097,,Bus stop,,
211908,190366,,,321937.5608,5812323.008,,Bus stop,,
211909,190387,,,322284.4484,5812161.273,,Bus stop,,
211910,190411,,,322592.7534,5811966.894,,Bus stop,,
211911,42166,,,322863.2193,5811760.002,,Bus stop,,
211912,42200,,,323101.2926,5811726.619,,Bus stop,,
211913,9681,,,323298.7648,5811701.049,,Bus stop,,
211914,42234,,,323482.2248,5811678.743,,Bus stop,,
211915,36589,,,323676.4619,5811656.454,,Bus stop,,
211916,42256,,,323996.0282,5811616.516,,Bus stop,,
211917,42281,,,324276.3749,5811584.448,,Bus stop,,
211918,37804,,,324475.8564,5811562.094,,Bus stop,,
211919,42315,,,324802.8058,5811522.045,,Bus stop,,
211920,42365,,,325068.7563,5811489.655,,Bus stop,,
211921,42362,,,325542.0448,5811523.058,,Bus stop,,
211922,15910,,,325858.1748,5811593.561,,Bus stop,,
211923,42287,,,326137.5217,5811544.53,,Bus stop,,
211983,41737,,,320857.2668,5812456.433,,Bus stop,,
211984,40315,,,320817.1849,5812558.285,,Bus stop,,
211985,41578,,,320767.5893,5812688.194,,Bus stop,,
211986,40323,,,320727.5784,5812789.924,,Bus stop,,
211987,41377,,,320682.617,5812902.31,,Bus stop,,
211988,40317,,,320643.9461,5813004.644,,Bus stop,,
211989,36273,,,320601.9568,5813114.094,,Bus stop,,
211990,40327,,,320562.3203,5813216.961,,Bus stop,,
211991,36105,,,320493.2808,5813390.937,,Bus stop,,
211992,35882,,,320422.4149,5813562.514,,Bus stop,,
211993,55574,,,320380.9317,5813666.577,,Bus stop,,
211994,35724,,,320336.7731,5813780.28,,Bus stop,,
211995,40275,,,320291.8974,5813895.466,,Bus stop,,
211996,35525,,,320253.4055,5813989.183,,Bus stop,,
211997,35390,,,320231.3067,5814054.076,,Bus stop,,
211998,57971,,,320193.5031,5814160.395,,Bus stop,,
211999,35394,,,320168.8446,5814219.015,,Bus stop,,
212000,35372,,,320139.6998,5814261.571,,Bus stop,,
212001,35303,,,320038.5783,5814363.226,,Bus stop,,
212002,35190,,,319887.949,5814504.694,,Bus stop,,
212003,35080,,,319715.9178,5814672.343,,Bus stop,,
212004,34982,,,319499.6431,5814877.727,,Bus stop,,
212005,36602,,,319339.8106,5815028.598,,Bus stop,,
212006,34800,,,319179.4248,5815177.258,,Bus stop,,
212007,22260,,,318951.3586,5815397.76,,Bus stop,,
212008,34514,,,318743.3595,5815604.28,,Bus stop,,
212009,34424,,,318668.5426,5815690.773,,Bus stop,,
212010,34397,,,318639.3516,5815740.655,,Bus stop,,
212011,34363,,,318575.1447,5815845.342,,Bus stop,,
212012,35038,,,318456.1997,5816020.496,,Bus stop,,
212013,35035,,,318369.1994,5816118.89,,Bus stop,,
212014,34194,,,318202.0628,5816213.464,,Bus stop,,
212015,34135,,,317998.483,5816366.104,,Bus stop,,
212016,36004,,,317919.0549,5816461.414,,Bus stop,,
212017,8510,,,317792.2562,5816659.228,,Bus stop,,
212018,33485,,,317589.4228,5817002.635,,Bus stop,,
212019,11513,,,317456.5293,5817272.875,,Bus stop,,
212082,35723,,,320209.0924,5813736.294,,Bus stop,,
212083,35682,,,319973.0194,5813766.429,,Bus stop,,
212084,36608,,,319812.6777,5813783.712,,Bus stop,,
212085,35656,,,319592.244,5813809.271,,Bus stop,,
212086,35481,,,319477.0714,5813941.238,,Bus stop,,
212087,35475,,,319427.5187,5814062.376,,Bus stop,,
212088,35427,,,319297.572,5814078.212,,Bus stop,,
212089,40260,,,319187.4582,5814092.587,,Bus stop,,
212090,35324,,,319142.3705,5814214.109,,Bus stop,,
212091,35284,,,319170.2629,5814446.376,,Bus stop,,
212092,36604,,,319194.7222,5814678.846,,Bus stop,,
212093,22256,,,319223.5742,5814930.26,,Bus stop,,
212094,34821,,,319253.2607,5815078.384,,Bus stop,,
212095,34515,,,318701.9501,5815564.946,,Bus stop,,
212096,34492,,,318569.2023,5815580.085,,Bus stop,,
212097,34479,,,318496.6774,5815589.088,,Bus stop,,
212098,34456,,,318406.2601,5815599.078,,Bus stop,,
212099,34459,,,318302.7224,5815610.083,,Bus stop,,
212100,34453,,,318184.2211,5815623.583,,Bus stop,,
212101,34442,,,318014.9407,5815642.959,,Bus stop,,
212102,22576,,,317895.0638,5815650.803,,Bus stop,,
212103,8631,,,317584.2154,5815679.583,,Bus stop,,
212104,34400,,,317187.4619,5815724.43,,Bus stop,,
212105,22574,,,317021.5857,5815733.331,,Bus stop,,
212106,34375,,,316718.2356,5816032.668,,Bus stop,,
212107,8503,,,316414.2107,5816407.699,,Bus stop,,
212108,8498,,,316307.1547,5816546.772,,Bus stop,,
212144,42932,,,321443.3454,5810827.266,,Bus stop,,
212145,40220,,,321277.2276,5810764.415,,Bus stop,,
212146,43042,,,321106.7579,5810774.999,,Bus stop,,
212147,42960,,,321009.2345,5810895.421,,Bus stop,,
212148,40238,,,320938.7672,5810981.827,,Bus stop,,
212149,42832,,,320864.4335,5811073.244,,Bus stop,,
212150,42713,,,320777.4952,5811180.166,,Bus stop,,
212151,42302,,,320486.832,5811681.441,,Bus stop,,
212152,42016,,,320556.6349,5811981.224,,Bus stop,,
212153,41705,,,320329.5577,5812526.029,,Bus stop,,
212154,41534,,,320234.2565,5812779.999,,Bus stop,,
212155,41350,,,320174.1239,5812940.159,,Bus stop,,
212156,40351,,,320135.9513,5813041.941,,Bus stop,,
212157,36242,,,320088.0881,5813162.17,,Bus stop,,
212158,55559,,,320038.2908,5813286.204,,Bus stop,,
212159,36026,,,320012.0761,5813379.362,,Bus stop,,
212160,35979,,,320019.567,5813443.795,,Bus stop,,
212161,35908,,,320032.7623,5813551.533,,Bus stop,,
212162,40279,,,320046.5438,5813680.256,,Bus stop,,
212163,35683,,,320062.1441,5813820.197,,Bus stop,,
212164,40277,,,320075.3195,5813927.486,,Bus stop,,
212165,35387,,,320096.013,5814104.576,,Bus stop,,
212166,40272,,,320114.167,5814257.37,,Bus stop,,
212167,190320,,,319404.7607,5815188.073,,Bus stop,,
212168,190413,,,319467.0543,5815472.574,,Bus stop,,
212169,190440,,,319428.776,5815835.886,,Bus stop,,
212170,190294,,,319465.0712,5816138.236,,Bus stop,,
212171,190307,,,319497.3391,5816390.647,,Bus stop,,
212172,190477,,,319473.3317,5816652.271,,Bus stop,,
212173,190286,,,319393.6796,5816946.443,,Bus stop,,
212174,33677,,,319369.5861,5817251.449,,Bus stop,,
212175,10228,,,319409.0853,5817558.443,,Bus stop,,
212176,27513,,,319371.186,5817711.587,,Bus stop,,
212177,10235,,,319109.1647,5817746.09,,Bus stop,,
212178,27466,,,318889.305,5817774.574,,Bus stop,,
212179,27463,,,318843.714,5817814.559,,Bus stop,,
212180,27426,,,318850.6463,5818067.195,,Bus stop,,
212281,41309,,,321704.3286,5812857.222,,Bus stop,,
212282,41822,,,325510.5911,5812422.998,,Bus stop,,
212283,41637,,,325647.7487,5812602.474,,Bus stop,,
212284,41545,,,325753.0957,5812730.837,,Bus stop,,
212285,37801,,,325910.9247,5812937.404,,Bus stop,,
212286,35661,,,326665.7847,5813807.85,,Bus stop,,
212287,9690,,,326891.9087,5813918.414,,Bus stop,,
212288,9695,,,327199.4236,5814065.421,,Bus stop,,
212289,35451,,,327336.9269,5814129.923,,Bus stop,,
212290,35437,,,327618.9042,5814261.046,,Bus stop,,
212399,22398,,,320335.1372,5812528.235,,Bus stop,,
212468,34884,,,327455.338,5814890.358,,Bus stop,,
212469,34859,,,327201.4465,5815035.017,,Bus stop,,
212470,34812,,,326889.6986,5815204.896,,Bus stop,,
212500,35371,,,320168.5751,5814340.917,,Bus stop,,
212501,34793,,,320235.073,5815173.829,,Bus stop,,
212502,34709,,,320249.0656,5815389.225,,Bus stop,,
212503,34527,,,320267.3362,5815664.594,,Bus stop,,
212504,34037,,,320345.3652,5816651.116,,Bus stop,,
212505,33831,,,320368.4176,5816899.286,,Bus stop,,
212506,33759,,,320394.1148,5817088.648,,Bus stop,,
212507,10233,,,320430.064,5817424.678,,Bus stop,,
212508,33451,,,320465.4027,5817730.801,,Bus stop,,
212509,10277,,,320491.7475,5817975.215,,Bus stop,,
212557,43558,,,326687.427,5809702.117,,Bus stop,,
212558,9425,,,326446.9792,5809733.301,,Bus stop,,
212559,37785,,,326184.4693,5809769.964,,Bus stop,,
212560,43445,,,324846.8671,5809942.631,,Bus stop,,
212561,9364,,,324580.302,5809975.574,,Bus stop,,
212562,43419,,,324299.6273,5810007.947,,Bus stop,,
212563,36559,,,324071.2273,5810036.678,,Bus stop,,
212564,43388,,,323890.8174,5810060.854,,Bus stop,,
212565,40196,,,323730.6699,5810082.014,,Bus stop,,
212566,43371,,,323511.329,5810113.609,,Bus stop,,
212567,36474,,,323344.7848,5810137.224,,Bus stop,,
212568,43340,,,323139.0534,5810166.06,,Bus stop,,
212569,43323,,,322918.0111,5810198.617,,Bus stop,,
212570,43311,,,322740.3404,5810221.468,,Bus stop,,
212571,43298,,,322534.8911,5810249.116,,Bus stop,,
212572,36519,,,322201.1549,5810296.091,,Bus stop,,
212573,43279,,,321943.85,5810332.583,,Bus stop,,
212574,34990,,,320870.6398,5814770.278,,Bus stop,,
212575,40251,,,320994.5672,5814757.457,,Bus stop,,
212576,34998,,,321060.9072,5814816.148,,Bus stop,,
212577,34930,,,321090.0182,5815077.986,,Bus stop,,
212578,34687,,,321137.1123,5815500.808,,Bus stop,,
212579,35149,,,321176.0804,5815852.902,,Bus stop,,
212580,35128,,,321210.0746,5816181.347,,Bus stop,,
212581,34435,,,321232.675,5816405.161,,Bus stop,,
212582,33835,,,321294.8001,5817011.066,,Bus stop,,
212583,33558,,,321322.7098,5817318.621,,Bus stop,,
212584,33513,,,321358.0086,5817611.22,,Bus stop,,
212585,33470,,,321387.0775,5817857.876,,Bus stop,,
212586,10268,,,321411.6157,5818058.232,,Bus stop,,
212638,43671,,,322169.0475,5809434.452,,Bus stop,,
212639,40192,,,322216.1569,5809279.836,,Bus stop,,
212640,10178,,,322293.4246,5809025.569,,Bus stop,,
212641,43954,,,322420.7186,5808874.121,,Bus stop,,
212642,40191,,,322568.0674,5808853.446,,Bus stop,,
212643,43976,,,322783.0523,5808823.01,,Bus stop,,
212644,43995,,,323032.2739,5808787.602,,Bus stop,,
212645,44005,,,323295.9868,5808750.003,,Bus stop,,
212646,44021,,,323597.5581,5808707.507,,Bus stop,,
212647,9371,,,323827.789,5808672.554,,Bus stop,,
212648,44062,,,324082.7181,5808633.5,,Bus stop,,
212649,44079,,,324358.859,5808591.042,,Bus stop,,
212650,36556,,,324626.2673,5808551.549,,Bus stop,,
212651,44118,,,324929.6636,5808508.502,,Bus stop,,
212652,44135,,,325121.6673,5808482.403,,Bus stop,,
212653,40160,,,325323.0854,5808455.244,,Bus stop,,
212654,10121,,,325602.0136,5808414.401,,Bus stop,,
212655,12651,,,325797.5895,5808383.654,,Bus stop,,
212702,9404,,,319550.9604,5809224.416,,Bus stop,,
212703,43641,,,319842.1538,5809683.756,,Bus stop,,
212704,9406,,,320021.3902,5809860.947,,Bus stop,,
212705,43473,,,320227.5425,5809936.066,,Bus stop,,
212706,9409,,,320258.7773,5810158.945,,Bus stop,,
212707,43271,,,320300.1462,5810385.605,,Bus stop,,
212708,36573,,,320509.939,5810466.704,,Bus stop,,
212709,43178,,,320682.6057,5810535.645,,Bus stop,,
212710,43150,,,320787.4833,5810575.872,,Bus stop,,
212711,43121,,,320861.986,5810604.379,,Bus stop,,
212712,36508,,,320920.6653,5810691.299,,Bus stop,,
212713,36512,,,320926.4498,5810826.905,,Bus stop,,
212714,42904,,,320908.9445,5810952.954,,Bus stop,,
212715,42831,,,320952.0177,5811154.147,,Bus stop,,
212716,42596,,,320988.9136,5811323.997,,Bus stop,,
212717,42416,,,321024.9282,5811489.614,,Bus stop,,
212718,42126,,,321161.5526,5811809.516,,Bus stop,,
212719,42130,,,321271.3225,5811821.965,,Bus stop,,
212752,35868,,,321081.2021,5813481.289,,Bus stop,,
212753,35955,,,320929.6498,5813420.601,,Bus stop,,
212754,40344,,,320828.8728,5813382.987,,Bus stop,,
212755,36034,,,320702.8225,5813334.926,,Bus stop,,
212756,40346,,,320602.7656,5813295.944,,Bus stop,,
212757,36106,,,320438.7195,5813230.406,,Bus stop,,
212758,36178,,,320221.6214,5813143.668,,Bus stop,,
212759,36241,,,320051.65,5813078.083,,Bus stop,,
212760,40356,,,319948.7834,5813039.448,,Bus stop,,
212761,41254,,,319783.592,5812978.66,,Bus stop,,
212803,40289,,,319575.3697,5813169.232,,Bus stop,,
212804,40281,,,318955.513,5813757.209,,Bus stop,,
213281,41481,,,319865.4696,5812766.801,,Bus stop,,
213282,41412,,,320026.0605,5812827.674,,Bus stop,,
213283,22393,,,320127.9179,5812866.714,,Bus stop,,
213284,41349,,,320250.9651,5812914.747,,Bus stop,,
213285,40349,,,320350.2436,5812954.655,,Bus stop,,
213286,41292,,,320471.3887,5813001.613,,Bus stop,,
213287,40321,,,320572.076,5813040.127,,Bus stop,,
213288,36270,,,320679.011,5813082.074,,Bus stop,,
213289,36245,,,320779.8784,5813122.611,,Bus stop,,
213290,36216,,,320896.1837,5813167.559,,Bus stop,,
213291,40337,,,320996.4214,5813205.597,,Bus stop,,
213292,36150,,,321151.3765,5813267.266,,Bus stop,,
213293,40341,,,321249.1944,5813306.591,,Bus stop,,
213294,36070,,,321378.8725,5813357.736,,Bus stop,,
213295,35987,,,321523.9238,5813409.418,,Bus stop,,
213296,35966,,,321682.0247,5813404.868,,Bus stop,,
213297,35984,,,323189.125,5813540.482,,Bus stop,,
213298,35763,,,323216.5861,5813802.114,,Bus stop,,
213299,35546,,,323235.4106,5813972.659,,Bus stop,,
213300,35507,,,323249.0871,5814106.121,,Bus stop,,
213301,35401,,,323276.2613,5814342.783,,Bus stop,,
213302,35163,,,323309.0177,5814627.143,,Bus stop,,
213303,34888,,,323344.5648,5814913.646,,Bus stop,,
213304,58130,,,323354.7828,5814990.598,,Bus stop,,
213305,9310,,,323350.7853,5815063.953,,Bus stop,,
213306,9312,,,323269.5612,5815080.063,,Bus stop,,
213307,9313,,,323185.0612,5815083.563,,Bus stop,,
213308,9316,,,323171.0694,5815072.225,,Bus stop,,
213309,9321,,,323173.5612,5815052.563,,Bus stop,,
213310,9322,,,323194.1419,5815037.762,,Bus stop,,
213311,14672,,,323472.0989,5815014.728,,Bus stop,,
213312,14673,,,323793.3578,5815004.774,,Bus stop,,
213313,34847,,,324002.5612,5815040.563,,Bus stop,,
213314,14676,,,324239.8912,5815116.595,,Bus stop,,
213404,9311,,,323364.8896,5815069.347,,Bus stop,,
213405,34822,,,323401.5612,5815060.063,,Bus stop,,
213406,14674,,,323642.3519,5815036.196,,Bus stop,,
219451,9716,,,327492.4182,5812892.679,,Bus stop,,
219452,40129,,,327288.7337,5812916.446,,Bus stop,,
219453,41328,,,326800.1852,5812977.087,,Bus stop,,
219454,41237,,,326213.3703,5813052.063,,Bus stop,,
220492,34611,,,326613.743,5815378.548,,Bus stop,,
220493,34664,,,326665.5478,5815223.933,,Bus stop,,
220494,40125,,,326618.4357,5814878.965,,Bus stop,,
220495,35091,,,326530.6201,5814209.411,,Bus stop,,
220496,35235,,,326479.8895,5813760.115,,Bus stop,,
220497,35452,,,327289.5481,5813914.866,,Bus stop,,
220498,9703,,,327040.8602,5813608.936,,Bus stop,,
220499,9707,,,326953.2105,5813493.819,,Bus stop,,
220500,35887,,,326682.6172,5813532.614,,Bus stop,,
220501,35833,,,326463.5353,5813476.67,,Bus stop,,
220502,35996,,,326431.0422,5813209.726,,Bus stop,,
220503,41238,,,326402.9696,5812981.615,,Bus stop,,
220504,40127,,,326377.3846,5812790.711,,Bus stop,,
220505,41561,,,326338.1272,5812483.916,,Bus stop,,
220506,41796,,,326307.9635,5812246.958,,Bus stop,,
220507,21783,,,325559.1941,5812239.586,,Bus stop,,
220508,21786,,,325507.9642,5812249.771,,Bus stop,,
220509,21788,,,325468.444,5812271.537,,Bus stop,,
220510,21790,,,325437.0685,5812289.36,,Bus stop,,
220540,44205,,,321403.1019,5808492.493,,Bus stop,,
220541,10173,,,321020.128,5808862.604,,Bus stop,,
220542,43861,,,320730.6995,5809206.994,,Bus stop,,
220543,16137,,,320575.5757,5809441.714,,Bus stop,,
220544,43550,,,320403.1561,5809696.605,,Bus stop,,
220545,43570,,,320321.5857,5809603.79,,Bus stop,,
220546,43640,,,320162.783,5809419.365,,Bus stop,,
220547,43737,,,319906.3498,5809421.276,,Bus stop,,
220548,43643,,,319688.8277,5809432.76,,Bus stop,,
220549,43727,,,319430.0368,5809471.885,,Bus stop,,
220550,43587,,,319066.4901,5809725.686,,Bus stop,,
220551,43500,,,318856.3459,5809871.408,,Bus stop,,
220552,43454,,,318868.7599,5810010.273,,Bus stop,,
220553,43369,,,318968.4575,5810155.557,,Bus stop,,
220554,40229,,,319034.0811,5810247.114,,Bus stop,,
220555,9418,,,319135.5522,5810388.494,,Bus stop,,
220556,43197,,,319289.8064,5810517.9,,Bus stop,,
220557,43143,,,319348.6631,5810605.303,,Bus stop,,
220558,43083,,,319264.276,5810711.613,,Bus stop,,
220559,24872,,,319153.7494,5810847.651,,Bus stop,,
220560,42894,,,318844.2901,5810848.653,,Bus stop,,
220561,9421,,,318334.3467,5810715.668,,Bus stop,,
220562,43081,,,317936.1456,5810608.314,,Bus stop,,
220563,43135,,,317602.5403,5810517.549,,Bus stop,,
220564,43202,,,317362.1571,5810587.026,,Bus stop,,
220565,42537,,,317252.0493,5810985.414,,Bus stop,,
220566,42634,,,317127.3343,5811468.264,,Bus stop,,
220567,42244,,,317027.9823,5811847.985,,Bus stop,,
220568,41974,,,316850.8424,5812007.028,,Bus stop,,
220569,16205,,,316588.1676,5811956.125,,Bus stop,,
220570,16200,,,316324.1442,5811879.266,,Bus stop,,
220571,42135,,,316179.5207,5811800.846,,Bus stop,,
220572,16201,,,316147.458,5811731.283,,Bus stop,,
220573,16204,,,316169.9676,5811564.807,,Bus stop,,
220574,42433,,,316204.0789,5811393.264,,Bus stop,,
220575,48510,,,316216.8176,5811074.669,,Bus stop,,
220576,18769,,,316239.7437,5810769.123,,Bus stop,,
220623,41544,,,321416.6467,5812617.767,,Bus stop,,
220624,41678,,,320987.1461,5812449.165,,Bus stop,,
220625,41813,,,320638.9209,5812370.594,,Bus stop,,
220626,40313,,,320601.3634,5812469.118,,Bus stop,,
220627,41645,,,320550.1134,5812601.279,,Bus stop,,
220628,22401,,,320509.6875,5812700.971,,Bus stop,,
220629,41462,,,320446.9554,5812863.696,,Bus stop,,
220630,41359,,,321467.5323,5812827.047,,Bus stop,,
220631,41430,,,321505.5131,5812727.288,,Bus stop,,
220632,41541,,,321545.5403,5812631.112,,Bus stop,,
220633,18782,,,321641.5136,5812522.341,,Bus stop,,
220634,18784,,,321711.4937,5812476.699,,Bus stop,,
220635,41777,,,321792.4517,5812423.393,,Bus stop,,
220636,18785,,,321843.9033,5812367.943,,Bus stop,,
220637,18788,,,321871.0256,5812288.755,,Bus stop,,
220638,18791,,,321877.0612,5812192.063,,Bus stop,,
220639,18793,,,321881.031,5812107.488,,Bus stop,,
220640,18795,,,321908.4475,5812049.381,,Bus stop,,
220641,18797,,,321974.1568,5811977.21,,Bus stop,,
220642,41973,,,322049.3802,5811902.519,,Bus stop,,
220643,42099,,,322180.694,5811853.65,,Bus stop,,
220644,42117,,,322500.2053,5811810.989,,Bus stop,,
220645,42204,,,322981.8452,5811582.413,,Bus stop,,
220646,42435,,,322954.5305,5811360.529,,Bus stop,,
220647,42588,,,322931.3998,5811199.172,,Bus stop,,
220648,42700,,,322922.3495,5811097.544,,Bus stop,,
220649,42783,,,323024.9769,5810949.438,,Bus stop,,
220650,15844,,,323171.3416,5810795.978,,Bus stop,,
220651,43006,,,323364.8324,5810718.863,,Bus stop,,
220652,40201,,,323601.1988,5810650.788,,Bus stop,,
220653,43106,,,323729.517,5810620.383,,Bus stop,,
