link_id,from_node_id,to_node_id,capacity,free_speed,lanes,length,free_flow_travel_time,is_connector,link_id_new
8500.0,64039.0,64042.0,1000.0,50.0,1.0,0.578410876688958,0.6940930520267495,0,45
8503.0,64040.0,64038.0,1300.0,50.0,2.0,0.18817157857557507,0.22580589429069006,0,46
8504.0,64040.0,64045.0,1000.0,50.0,1.0,0.5523005942955335,0.6627607131546401,0,47
8505.0,64040.0,64046.0,1300.0,50.0,2.0,0.7786569416618113,0.9343883299941736,0,48
8506.0,64045.0,64040.0,1000.0,50.0,1.0,0.5523005942955335,0.6627607131546401,0,49
8507.0,64045.0,64047.0,1800.0,60.0,2.0,0.28486575774029244,0.28486575774029244,0,50
8508.0,64045.0,64048.0,1800.0,60.0,2.0,0.3089649014368787,0.3089649014368787,0,51
8509.0,64049.0,64050.0,1000.0,50.0,1.0,0.665618236207553,0.7987418834490636,0,52
8510.0,64049.0,64051.0,1300.0,50.0,2.0,0.41641729942873174,0.49970075931447805,0,53
8511.0,64049.0,64052.0,1300.0,50.0,2.0,0.048549379278507304,0.058259255134208765,0,54
8512.0,64050.0,64049.0,1000.0,50.0,1.0,0.665618236207553,0.7987418834490636,0,55
8513.0,64050.0,64047.0,1000.0,50.0,1.0,0.1830852425810879,0.2197022910973055,0,56
8514.0,317397.0,64054.0,650.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,57
8525.0,64059.0,64061.0,2000.0,50.0,2.0,0.38531404722079493,0.46237685666495393,0,58
8526.0,64059.0,64062.0,1300.0,50.0,2.0,0.5168744405711837,0.6202493286854204,0,59
8527.0,64059.0,64063.0,1300.0,50.0,2.0,0.17724520761144785,0.2126942491337374,0,60
8537.0,317263.0,64074.0,1500.0,90.0,2.0,0.3461291436326005,0.23075276242173365,0,61
8538.0,64075.0,64076.0,1000.0,50.0,1.0,0.4338215814628685,0.5205858977554422,0,62
8539.0,64075.0,64077.0,1000.0,50.0,1.0,0.2780218332123167,0.33362619985478004,0,63
8540.0,64075.0,64078.0,650.0,50.0,1.0,0.7822651897121985,0.9387182276546381,0,64
8541.0,64075.0,64079.0,650.0,50.0,1.0,0.25323234821203494,0.30387881785444193,0,65
8542.0,64080.0,64077.0,1000.0,50.0,1.0,0.326557415265605,0.391868898318726,0,66
8543.0,64080.0,64081.0,1300.0,50.0,2.0,0.1671212872883656,0.2005455447460387,0,67
8544.0,64080.0,64082.0,1300.0,50.0,2.0,0.24965962791194066,0.2995915534943288,0,68
8552.0,317265.0,64088.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,69
8553.0,64076.0,64075.0,1000.0,50.0,1.0,0.4338215814628685,0.5205858977554422,0,70
8554.0,64076.0,64088.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,71
8555.0,64077.0,64075.0,1000.0,50.0,1.0,0.2780218332123167,0.33362619985478004,0,72
8556.0,64077.0,64080.0,1000.0,50.0,1.0,0.326557415265605,0.391868898318726,0,73
8630.0,64143.0,64144.0,1500.0,90.0,2.0,0.07082420965499965,0.04721613976999977,0,74
8631.0,64143.0,64145.0,1500.0,90.0,2.0,0.5481275149007163,0.36541834326714423,0,75
8632.0,64143.0,64146.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,76
8634.0,64147.0,64149.0,700.0,50.0,1.0,0.41223141806098296,0.49467770167317954,0,77
8635.0,64147.0,64150.0,700.0,50.0,1.0,0.20852834975133605,0.2502340197016033,0,78
9310.0,64412.0,64413.0,2400.0,60.0,2.0,0.028364376724486676,0.028364376724486676,0,79
9311.0,64412.0,64414.0,1900.0,90.0,2.0,0.030752500174322732,0.020501666782881824,0,80
9312.0,64413.0,64415.0,2400.0,60.0,2.0,0.1478681845428556,0.1478681845428556,0,81
9313.0,64415.0,64416.0,2400.0,60.0,2.0,0.023769728648009428,0.023769728648009428,0,82
9316.0,64416.0,64417.0,2400.0,60.0,2.0,0.017464249196572978,0.017464249196572978,0,83
9321.0,64417.0,64419.0,2400.0,60.0,2.0,0.024698178070456937,0.024698178070456937,0,84
9322.0,64419.0,64420.0,2400.0,60.0,2.0,0.03760209625768746,0.03760209625768746,0,85
9355.0,64454.0,64455.0,1000.0,50.0,1.0,0.6248066303241885,0.7497679563890262,0,86
9356.0,64454.0,64456.0,750.0,90.0,1.0,0.08692463398972751,0.05794975599315167,0,87
9357.0,64454.0,64457.0,1500.0,90.0,2.0,0.11116785208415976,0.07411190138943985,0,88
9358.0,64455.0,64454.0,1000.0,50.0,1.0,0.6248066303241885,0.7497679563890262,0,89
9359.0,64455.0,64458.0,1000.0,50.0,1.0,0.035510561809129405,0.04261267417095529,0,90
9360.0,64459.0,64460.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,91
9361.0,64459.0,64461.0,750.0,90.0,1.0,0.2245498246094326,0.14969988307295506,0,92
9362.0,64459.0,64462.0,1500.0,90.0,2.0,0.3200021175670988,0.21333474504473254,0,93
9363.0,64463.0,64460.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,94
9364.0,64463.0,64464.0,1500.0,90.0,2.0,0.3113403712711662,0.20756024751411078,0,95
9365.0,64463.0,64465.0,750.0,90.0,1.0,0.22710839325448778,0.15140559550299185,0,96
9366.0,64466.0,64467.0,1000.0,50.0,1.0,0.3792227659864069,0.4550673191836883,0,97
9367.0,64466.0,64468.0,750.0,90.0,1.0,0.21514447296895306,0.14342964864596872,0,98
9368.0,64466.0,64469.0,1500.0,90.0,2.0,0.2935994082864924,0.1957329388576616,0,99
9369.0,64470.0,64471.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,100
9370.0,64470.0,64472.0,1500.0,90.0,2.0,0.2808614823962142,0.18724098826414282,0,101
9371.0,64470.0,64473.0,750.0,90.0,1.0,0.17946313978609468,0.11964209319072978,0,102
9372.0,64471.0,64470.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,103
9373.0,64471.0,64474.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,104
9374.0,64475.0,64476.0,1000.0,50.0,1.0,0.40675019285457764,0.48810023142549314,0,105
9375.0,64475.0,64477.0,1700.0,90.0,2.0,0.10688276439836163,0.07125517626557443,0,106
9376.0,64475.0,64478.0,1700.0,90.0,2.0,0.25943599914112925,0.1729573327607528,0,107
9377.0,64474.0,64471.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,108
9378.0,64474.0,64479.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,109
9379.0,64474.0,64480.0,1300.0,50.0,2.0,0.31216407507107385,0.3745968900852886,0,110
9380.0,64474.0,64472.0,1300.0,50.0,2.0,0.24747034080683772,0.29696440896820525,0,111
9381.0,64481.0,64482.0,1000.0,50.0,1.0,0.14630286790173444,0.17556344148208133,0,112
9382.0,64481.0,64483.0,1700.0,90.0,2.0,0.1723924132796713,0.11492827551978088,0,113
9383.0,64481.0,64465.0,1700.0,90.0,2.0,0.42149869076767976,0.28099912717845316,0,114
9384.0,64484.0,64485.0,1000.0,50.0,1.0,0.05487868871206595,0.06585442645447914,0,115
9385.0,64484.0,64486.0,1000.0,50.0,1.0,0.07010872181664314,0.08413046617997177,0,116
9386.0,64484.0,64487.0,1000.0,50.0,1.0,0.9695821842791178,1.1634986211349414,0,117
9387.0,64488.0,64489.0,1000.0,50.0,1.0,0.06384894415673459,0.0766187329880815,0,118
9388.0,64488.0,64490.0,1000.0,50.0,1.0,0.07432542546122027,0.08919051055346432,0,119
9390.0,64492.0,64489.0,1000.0,50.0,1.0,0.64711616674166,0.776539400089992,0,120
9391.0,64492.0,64493.0,750.0,90.0,1.0,0.159814549350155,0.10654303290010333,0,121
9392.0,64492.0,64494.0,1500.0,90.0,2.0,0.2734672863359145,0.182311524223943,0,122
9398.0,64502.0,64503.0,1000.0,50.0,1.0,0.28267593031212523,0.33921111637455026,0,123
9399.0,64502.0,64504.0,1000.0,50.0,1.0,0.28820371888281143,0.3458444626593737,0,124
9400.0,64502.0,64505.0,1000.0,50.0,1.0,0.24633250613369637,0.29559900736043565,0,125
9401.0,64503.0,64502.0,1000.0,50.0,1.0,0.28267593031212523,0.33921111637455026,0,126
9402.0,64503.0,64506.0,1000.0,50.0,1.0,0.6943968837333959,0.8332762604800751,0,127
9403.0,64507.0,64508.0,2850.0,90.0,3.0,0.17510044017060533,0.11673362678040355,0,128
9404.0,64507.0,64509.0,1000.0,50.0,1.0,0.2697704427470569,0.32372453129646833,0,129
9405.0,64507.0,64510.0,1900.0,90.0,2.0,0.32054846023762984,0.21369897349175324,0,130
9406.0,64511.0,64512.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,131
9407.0,64511.0,64513.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,132
9409.0,64514.0,64516.0,1400.0,50.0,2.0,0.3943619392286954,0.4732343270744344,0,133
9410.0,64514.0,64512.0,1000.0,50.0,1.0,0.23128469073481336,0.277541628881776,0,134
9411.0,64514.0,64517.0,1400.0,50.0,2.0,0.262758464552856,0.31531015746342717,0,135
9412.0,64518.0,64519.0,1300.0,50.0,2.0,0.5777572934717551,0.6933087521661061,0,136
9413.0,64518.0,64520.0,1000.0,50.0,1.0,0.4555754715235208,0.546690565828225,0,137
9414.0,64518.0,64521.0,1300.0,50.0,2.0,0.24092253784121065,0.28910704540945276,0,138
9415.0,64518.0,64513.0,1000.0,50.0,1.0,0.5390135549199954,0.6468162659039944,0,139
9416.0,64522.0,64523.0,1000.0,50.0,1.0,0.263458102500264,0.3161497230003168,0,140
9417.0,64522.0,64524.0,650.0,50.0,1.0,0.11558307213080389,0.13869968655696469,0,141
9418.0,64522.0,64525.0,1300.0,50.0,2.0,0.2193463922042743,0.2632156706451292,0,142
9419.0,64526.0,64527.0,1000.0,50.0,1.0,0.21056022529748758,0.2526722703569851,0,143
9420.0,64526.0,64528.0,1400.0,50.0,2.0,0.5297192322381291,0.6356630786857549,0,144
9421.0,64526.0,64529.0,1400.0,50.0,2.0,0.5234390670542122,0.6281268804650546,0,145
9422.0,64523.0,64522.0,1000.0,50.0,1.0,0.263458102500264,0.3161497230003168,0,146
9423.0,64523.0,64527.0,1000.0,50.0,1.0,0.2224232803418931,0.2669079364102717,0,147
9424.0,64530.0,64531.0,1000.0,50.0,1.0,0.45534307977023436,0.5464116957242812,0,148
9425.0,64530.0,64532.0,1500.0,90.0,2.0,0.25784045474440676,0.17189363649627118,0,149
9426.0,64530.0,64533.0,750.0,90.0,1.0,0.22155905994584388,0.14770603996389592,0,150
9427.0,64534.0,64535.0,1500.0,90.0,2.0,0.24485712021912087,0.16323808014608057,0,151
9428.0,64534.0,64531.0,1000.0,50.0,1.0,0.4107266387985059,0.4928719665582071,0,152
9429.0,64534.0,64536.0,750.0,90.0,1.0,0.21891674423196497,0.1459444961546433,0,153
9430.0,64535.0,64534.0,750.0,90.0,1.0,0.24485712021912087,0.16323808014608057,0,154
9431.0,64535.0,64537.0,1000.0,50.0,1.0,0.11128807134063756,0.13354568560876506,0,155
9432.0,64535.0,64538.0,1500.0,90.0,2.0,0.3035416507520576,0.2023611005013717,0,156
9433.0,317267.0,64537.0,1000.0,50.0,1.0,0.48582353956119073,0.5829882474734289,0,157
9440.0,317379.0,64541.0,650.0,50.0,1.0,0.2480309902184442,0.29763718826213303,0,158
9444.0,64548.0,64549.0,1000.0,50.0,1.0,0.2868318433155223,0.34419821197862677,0,159
9445.0,64548.0,64550.0,1500.0,90.0,2.0,0.10814803341730583,0.07209868894487055,0,160
9446.0,64548.0,318423.0,750.0,90.0,1.0,0.6475207988662532,0.43168053257750216,0,161
9448.0,317269.0,64549.0,1000.0,50.0,1.0,0.25515335575276554,0.30618402690331864,0,162
9487.0,64581.0,64482.0,1000.0,50.0,1.0,0.38051504602345493,0.4566180552281459,0,163
9488.0,64581.0,64582.0,1900.0,90.0,2.0,0.08471610974454374,0.0564774064963625,0,164
9489.0,64581.0,64583.0,1700.0,90.0,2.0,0.19148085077799437,0.1276539005186629,0,165
9518.0,64609.0,64610.0,1000.0,50.0,1.0,0.5223480507360688,0.6268176608832826,0,166
9519.0,64609.0,64611.0,1500.0,90.0,2.0,0.15266847956692683,0.10177898637795121,0,167
9520.0,64609.0,64612.0,750.0,90.0,1.0,0.2683916029130153,0.17892773527534353,0,168
9522.0,317271.0,64613.0,1000.0,50.0,1.0,0.410422435425281,0.49250692251033723,0,169
9524.0,64610.0,64609.0,1000.0,50.0,1.0,0.5223480507360688,0.6268176608832826,0,170
9525.0,64610.0,64615.0,1000.0,50.0,1.0,0.2693373610861159,0.32320483330333905,0,171
9526.0,64616.0,64615.0,1500.0,90.0,2.0,0.24247743498493207,0.16165162332328803,0,172
9527.0,64616.0,64617.0,1500.0,90.0,2.0,0.4409591817844368,0.2939727878562912,0,173
9528.0,64613.0,318425.0,1000.0,50.0,1.0,0.4104141797800251,0.4924970157360301,0,174
9529.0,64613.0,64618.0,1000.0,50.0,1.0,0.5092041126985066,0.6110449352382079,0,175
9530.0,64613.0,64615.0,1000.0,50.0,1.0,0.42906618867058743,0.5148794264047049,0,176
9546.0,64618.0,64613.0,1000.0,50.0,1.0,0.5092041126985066,0.6110449352382079,0,177
9547.0,64618.0,64612.0,1500.0,90.0,2.0,0.43042641490744427,0.2869509432716295,0,178
9548.0,64618.0,318427.0,1500.0,90.0,2.0,0.4048512665831986,0.269900844388799,0,179
9676.0,64738.0,64739.0,1000.0,50.0,1.0,0.4079375801172608,0.48952509614071293,0,180
9677.0,64738.0,64740.0,1000.0,50.0,1.0,0.12880571888888206,0.15456686266665848,0,181
9678.0,64738.0,64741.0,1000.0,50.0,1.0,0.2932901400980293,0.35194816811763513,0,182
9679.0,64742.0,64743.0,1000.0,50.0,1.0,0.26326772338235255,0.3159212680588231,0,183
9680.0,64742.0,64744.0,1300.0,50.0,2.0,0.20653802662469048,0.24784563194962855,0,184
9681.0,64742.0,64745.0,650.0,50.0,1.0,0.19880368653609762,0.23856442384331716,0,185
9682.0,64746.0,64747.0,1000.0,50.0,1.0,0.24366438502836377,0.29239726203403654,0,186
9683.0,64746.0,64748.0,1300.0,50.0,2.0,0.15676651918136797,0.18811982301764157,0,187
9684.0,64746.0,64749.0,1300.0,50.0,2.0,0.33612016687146995,0.4033442002457639,0,188
9685.0,64750.0,64747.0,1000.0,50.0,1.0,0.3559845502265513,0.42718146027186155,0,189
9686.0,64750.0,64743.0,1000.0,50.0,1.0,0.2653186763120908,0.3183824115745089,0,190
9687.0,64751.0,64752.0,1000.0,50.0,1.0,0.22981024078737294,0.2757722889448475,0,191
9688.0,64751.0,64753.0,700.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,192
9689.0,64751.0,64754.0,700.0,50.0,1.0,0.3186888617700344,0.3824266341240413,0,193
9690.0,64755.0,64756.0,750.0,90.0,1.0,0.42546336968345383,0.2836422464556359,0,194
9691.0,64755.0,64757.0,1000.0,50.0,1.0,0.11099850681905894,0.13319820818287073,0,195
9692.0,64755.0,64758.0,1500.0,90.0,2.0,0.07524377582627484,0.050162517217516564,0,196
9693.0,64756.0,64755.0,1500.0,90.0,2.0,0.42546336968345383,0.2836422464556359,0,197
9694.0,64756.0,64759.0,1000.0,50.0,1.0,0.27341640449174415,0.328099685390093,0,198
9695.0,64756.0,64760.0,750.0,90.0,1.0,0.2540452884085207,0.16936352560568046,0,199
9702.0,64759.0,64756.0,1000.0,50.0,1.0,0.27341640449174415,0.328099685390093,0,200
9703.0,64759.0,64769.0,1000.0,50.0,1.0,0.2516886125065692,0.30202633500788306,0,201
9704.0,64759.0,64770.0,1500.0,90.0,2.0,0.2245498246094326,0.14969988307295506,0,202
9705.0,64759.0,64771.0,750.0,90.0,1.0,0.2064829913453825,0.13765532756358834,0,203
9706.0,64769.0,64759.0,1000.0,50.0,1.0,0.2516886125065692,0.30202633500788306,0,204
9707.0,64769.0,64772.0,1000.0,50.0,1.0,0.13745031186309678,0.16494037423571614,0,205
9708.0,64769.0,64773.0,1000.0,50.0,1.0,0.23989696123390408,0.2878763534806849,0,206
9716.0,317273.0,64783.0,1700.0,90.0,2.0,0.23222656011786985,0.15481770674524656,0,207
9719.0,317275.0,64786.0,1700.0,90.0,2.0,0.5099086555284267,0.33993910368561775,0,208
10095.0,317277.0,64472.0,1300.0,50.0,2.0,0.41135737740704553,0.4936288528884546,0,209
10096.0,317279.0,65086.0,1700.0,90.0,2.0,0.3233410306454137,0.21556068709694248,0,210
10098.0,65087.0,65088.0,750.0,90.0,1.0,0.24185408865667735,0.16123605910445155,0,211
10100.0,65087.0,65090.0,1500.0,90.0,2.0,0.2237687675037208,0.14917917833581387,0,212
10101.0,64476.0,64475.0,1000.0,50.0,1.0,0.40675019285457764,0.48810023142549314,0,213
10103.0,64476.0,64479.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,214
10107.0,65096.0,65097.0,700.0,50.0,1.0,0.2893602852340165,0.34723234228081984,0,215
10108.0,65096.0,65098.0,1400.0,50.0,2.0,0.2742015089151116,0.3290418106981339,0,216
10121.0,65108.0,65109.0,750.0,90.0,1.0,0.2245498246094326,0.14969988307295506,0,217
10122.0,65108.0,65110.0,1500.0,90.0,2.0,0.2245498246094326,0.14969988307295506,0,218
10148.0,64549.0,64548.0,1000.0,50.0,1.0,0.2868318433155223,0.34419821197862677,0,219
10149.0,64549.0,318431.0,1000.0,50.0,1.0,0.25515322191573503,0.30618386629888206,0,220
10154.0,65129.0,65130.0,1500.0,90.0,2.0,0.2503550127316255,0.16690334182108368,0,221
10155.0,65129.0,64536.0,1500.0,90.0,2.0,0.425666843606729,0.28377789573781936,0,222
10156.0,64531.0,64530.0,1000.0,50.0,1.0,0.45534307977023436,0.5464116957242812,0,223
10157.0,64531.0,64534.0,1000.0,50.0,1.0,0.4107266387985059,0.4928719665582071,0,224
10158.0,65131.0,64536.0,1500.0,90.0,2.0,0.2762796336076976,0.18418642240513172,0,225
10159.0,65131.0,318433.0,1500.0,90.0,2.0,0.27541405849096157,0.18360937232730773,0,226
10160.0,64537.0,64535.0,1000.0,50.0,1.0,0.11128807134063756,0.13354568560876506,0,227
10161.0,64537.0,318435.0,1000.0,50.0,1.0,0.4827666719876238,0.5793200063851486,0,228
10162.0,65132.0,64538.0,650.0,50.0,1.0,0.2819898261707282,0.33838779140487385,0,229
10163.0,65132.0,64541.0,650.0,50.0,1.0,0.281449610112502,0.33773953213500246,0,230
10164.0,64460.0,64459.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,231
10165.0,64460.0,64463.0,1000.0,50.0,1.0,0.2245498246094326,0.2694597895313191,0,232
10166.0,65133.0,65134.0,700.0,50.0,1.0,0.3660814346509051,0.4392977215810861,0,233
10167.0,65133.0,65097.0,1400.0,50.0,2.0,0.47247766241463524,0.5669731948975623,0,234
10169.0,65135.0,65137.0,850.0,90.0,1.0,0.3564151822218724,0.23761012148124827,0,235
10170.0,65135.0,64464.0,1700.0,90.0,2.0,0.3506544164314526,0.23376961095430174,0,236
10171.0,64482.0,64481.0,1000.0,50.0,1.0,0.14630286790173444,0.17556344148208133,0,237
10172.0,64482.0,64581.0,1000.0,50.0,1.0,0.38051504602345493,0.4566180552281459,0,238
10173.0,65138.0,65139.0,1400.0,50.0,2.0,0.5206801116700253,0.6248161340040302,0,239
10174.0,65138.0,318439.0,1400.0,50.0,2.0,0.5779492909556053,0.6935391491467264,0,240
10175.0,65141.0,65142.0,2850.0,90.0,3.0,0.2245498246094326,0.14969988307295506,0,241
10176.0,65141.0,318441.0,1900.0,90.0,2.0,0.2245498246094326,0.14969988307295506,0,242
10177.0,65144.0,65145.0,3400.0,90.0,4.0,0.26360957505100124,0.17573971670066751,0,243
10178.0,65144.0,65146.0,2550.0,90.0,3.0,0.2823748845112857,0.18824992300752377,0,244
10179.0,65088.0,65087.0,1500.0,90.0,2.0,0.24185408865667735,0.16123605910445155,0,245
10180.0,65088.0,64480.0,750.0,90.0,1.0,0.1611810068836579,0.10745400458910528,0,246
10181.0,65147.0,65148.0,1000.0,50.0,1.0,0.06774591969530207,0.08129510363436249,0,247
10182.0,65147.0,65149.0,1000.0,50.0,1.0,0.3430961111763076,0.41171533341156913,0,248
10183.0,65150.0,65151.0,1000.0,50.0,1.0,0.3105014358474076,0.3726017230168891,0,249
10184.0,65150.0,64745.0,1000.0,50.0,1.0,0.48255032681707993,0.5790603921804959,0,250
10185.0,65152.0,64741.0,1000.0,50.0,1.0,0.17303864033717797,0.20764636840461356,0,251
10186.0,65152.0,65153.0,1000.0,50.0,1.0,0.6278848437915004,0.7534618125498006,0,252
10187.0,65154.0,65155.0,1300.0,50.0,2.0,0.35080626766515044,0.42096752119818054,0,253
10188.0,65154.0,65156.0,1300.0,50.0,2.0,0.4442071046384163,0.5330485255660995,0,254
10189.0,65157.0,65158.0,700.0,50.0,1.0,0.36513213001362804,0.4381585560163536,0,255
10190.0,65157.0,65159.0,650.0,50.0,1.0,0.4429686274561683,0.531562352947402,0,256
10191.0,65160.0,65161.0,2850.0,90.0,3.0,0.3112547485430784,0.2075031656953856,0,257
10192.0,65160.0,65162.0,2850.0,90.0,3.0,0.31378853565818293,0.2091923571054553,0,258
10209.0,64752.0,64751.0,1000.0,50.0,1.0,0.22981024078737294,0.2757722889448475,0,259
10210.0,64752.0,64757.0,1000.0,50.0,1.0,0.6704103221162395,0.8044923865394874,0,260
10213.0,317281.0,65172.0,1000.0,50.0,1.0,0.35185592998098736,0.4222271159771848,0,261
10215.0,65174.0,65175.0,1000.0,50.0,1.0,0.316065790178189,0.3792789482138268,0,262
10216.0,65174.0,65176.0,1000.0,50.0,1.0,0.47904576522868997,0.5748549182744279,0,263
10219.0,64757.0,64755.0,1000.0,50.0,1.0,0.11099850681905894,0.13319820818287073,0,264
10220.0,64757.0,64752.0,1000.0,50.0,1.0,0.6704103221162395,0.8044923865394874,0,265
10227.0,65186.0,65187.0,1000.0,50.0,1.0,0.4419594946431826,0.5303513935718192,0,266
10228.0,65186.0,65188.0,1300.0,50.0,2.0,0.298185597826105,0.357822717391326,0,267
10229.0,65186.0,65189.0,1000.0,50.0,1.0,0.30900872301361704,0.37081046761634046,0,268
10230.0,65186.0,65190.0,1300.0,50.0,2.0,0.31852322969775726,0.3822278756373087,0,269
10231.0,65191.0,65187.0,1000.0,50.0,1.0,0.5855444436932461,0.7026533324318953,0,270
10232.0,65191.0,65192.0,1300.0,50.0,2.0,0.06429522894445633,0.0771542747333476,0,271
10233.0,65191.0,65193.0,650.0,50.0,1.0,0.30323976463001845,0.3638877175560221,0,272
10234.0,65194.0,318443.0,1000.0,50.0,1.0,0.30169586114777247,0.36203503337732695,0,273
10235.0,65194.0,65196.0,1300.0,50.0,2.0,0.4085884138187636,0.49030609658251634,0,274
10236.0,65194.0,65188.0,1300.0,50.0,2.0,0.12004951698226551,0.1440594203787186,0,275
10250.0,65210.0,65211.0,1900.0,90.0,2.0,0.17005255789623647,0.1133683719308243,0,276
10251.0,65210.0,65212.0,1700.0,90.0,2.0,0.5502333661928099,0.36682224412854,0,277
10255.0,317283.0,65194.0,1000.0,50.0,1.0,0.3016964865013856,0.3620357838016627,0,278
10259.0,65187.0,65186.0,1000.0,50.0,1.0,0.4419594946431826,0.5303513935718192,0,279
